19,Let's Keep It Grounded - Modest 2D1N Camp,EEE,20231111,20231112,20231030,EEE Building,Yearly camp open to EEE students only. No high expectations please.,20,3,TESTSTAFF,1
6,MOE Adventure Camp,NIE,20231205,20231207,20231030,Dairy Farm,Experience MOE Adventure Camp - but this time as the teacher. Open to NIE only.,10,2,TESTSTAFF,1
22,New Years' Countdown,NBS,20231231,20240101,20231030,North Spine,Welcome 2024! Open to NBS students only.,30,2,TESTSTAFF,1
23,New Years' Countdown,CCEB,20231231,20240101,20231030,North Spine,Welcome 2024! Open to CCEB students only.,30,2,TESTSTAFF,1
24,New Years' Countdown,EEE,20231231,20240101,20231030,North Spine,Welcome 2024! Open to EEE students only.,30,2,TESTSTAFF,1
25,New Years' Countdown,CEE,20231231,20240101,20231030,North Spine,Welcome 2024! Open to CEE students only.,30,2,TESTSTAFF,1
26,New Years' Countdown,MSE,20231231,20240101,20231030,North Spine,Welcome 2024! Open to MSE students only.,30,2,TESTSTAFF,1
27,New Years' Countdown,SCSE,20231231,20240101,20231030,North Spine,Welcome 2024! Open to SCSE students only.,30,2,TESTSTAFF,1
28,New Years' Countdown,MAE,20231231,20240101,20231030,North Spine,Welcome 2024! Open to MAE students only.,30,2,TESTSTAFF,1
29,New Years' Countdown,ADM,20231231,20240101,20231030,North Spine,Welcome 2024! Open to ADM students only.,30,2,TESTSTAFF,1
30,New Years' Countdown,SOH,20231231,20240101,20231030,North Spine,Welcome 2024! Open to SOH students only.,30,2,TESTSTAFF,1
31,New Years' Countdown,SSS,20231231,20240101,20231030,North Spine,Welcome 2024! Open to SSS students only.,30,2,TESTSTAFF,1
32,New Years' Countdown,WKWSCI,20231231,20240101,20231030,North Spine,Welcome 2024! Open to WKWSCI students only.,30,2,TESTSTAFF,1
33,New Years' Countdown,SPMS,20231231,20240101,20231030,North Spine,Welcome 2024! Open to SPMS students only.,30,2,TESTSTAFF,1
34,New Years' Countdown,SBS,20231231,20240101,20231030,North Spine,Welcome 2024! Open to SBS students only.,30,2,TESTSTAFF,1
35,New Years' Countdown,ASE,20231231,20240101,20231030,North Spine,Welcome 2024! Open to ASE students only.,30,2,TESTSTAFF,1
36,New Years' Countdown,LKC,20231231,20240101,20231030,North Spine,Welcome 2024! Open to LKC students only.,30,2,TESTSTAFF,1
37,New Years' Countdown,NIE,20231231,20240101,20231030,North Spine,Welcome 2024! Open to NIE students only.,30,2,TESTSTAFF,1
21,New Years' Countdown OPEN,ALL,20231231,20240101,20231030,North Spine,Open to all - welcome 2024!,100,5,TESTSTAFF,1
1,NTU Open Campfire,ALL,20231031,20231101,20231030,North Spine,Open to all - socialise with your friends at this open campfire event.,400,10,TESTSTAFF,1
5,Pi Day Observation Countdown Camp,SPMS,20240313,20240314,20231030,North Spine,Calling all Pi fans from SPMS to join in our overnight countdown to Pi Day.,30,2,TESTSTAFF,1
16,Plane Unfair 2D1N Camp,MAE,20231201,20231202,20231030,MAE Building,We promise MAE students this camp will be on par or better than those for other faculties.,25,2,TESTSTAFF,1
20,R&D for R&R,MSE,20231201,20231203,20231030,MSE Building,Open only to MSE students; research the best way to relax in this 3D2N Camp.,15,2,TESTSTAFF,1
3,SBS BUSsin' Camp,SBS,20231108,20231109,20231030,South Spine,High-quality camp to bond with your fellow SBS schoolmates.,20,3,TESTSTAFF,1
7,Tonga Overseas Volunteer Camp,SSS,20231120,20231205,20231030,Tonga,Good opportunity to lend a helping hand in Oceania. Open to SSS students only.,35,3,TESTSTAFF,1
12,Your Chemical Romance Matchmaking Event,CCEB,20231206,20231207,20231030,The Hive (SS),Do you have the chemistry with a fellow CCEB student? Limited slots.,30,2,TESTSTAFF,1
-2,testcamp,SCSE,20231231,20231231,20231231,test description,testvenue,100,10,TESTSTAFF,0
